intro_location,gender,age,education,occupation,marital_status,occupation_partner,hh_members_total,hh_member_rela_1,hh_educ_1,hh_occ_1,hh_age_1,hh_kids_1,hh_live_1,hh_member_rela_2,hh_educ_2,hh_occ_2,hh_age_2,hh_kids_2,hh_live_2,hh_member_rela_3,hh_educ_3,hh_occ_3,hh_age_3,hh_kids_3,hh_live_3,hh_member_rela_4,hh_educ_4,hh_occ_4,hh_age_4,hh_kids_4,hh_live_4,A15_5,A16_5,A17_5,hh_age_5,hh_kids_5,A20_5,A15_6,A16_6,A17_6,hh_age_6,hh_kids_6,hh_children,child_count,child1_educ,child1_occ,talked_to_yesterday,H2i1,H2i2,H2i3,H2i4,H2i5,H2i6,friends,family,clients,talk_to_most,paid_expenses,fund_I2_1,fund_I2i,paid_for_you,fund_I4_1,fund_I4i,chama,chama_freq,loan,fund_I7i,fund_I8_1,friend_loan,fund_I10_1,med_insurance,med_i_used,med_i_for,med_source_funds,fund_I15,need_source,sofa,chairs,bed,fund_I17_4,cellphone,mattress,own_savings,loan_relatives,gifts,loans_from_friends,gifts_from_friends,fund_I19_6,fund_I19_7,fund_I19_8,church,church_members,church_friends,church_loan,most_food,fav_hobbie,floor,USAIDJ3_1,showers,toilet,rooms,water_source,main_toilet,electricity,refrigerator,USAIDJ11,own_house,jiko_coal,iron,USAIDJ14,radio,radio_cassette,electric_gas_cooker,charcoal_iron,livestock,personal_daily_income,hh_daily_income,passed_away_5,passed_away_10,hh_chronic_illness5,hh_chronic_illness10,main_finance,second_finance,savings_account,interests,shares,collateral,guarantor,investment,inflation,pension,mortgage,nssf,nhif,adr,nairobi_se,deposit_protection_fund,credit_ref,policy_comp,finlitK4_8,crb_report,scam_invest,scam_invest12,scam_lost,FA_bank,FA_ins_comp,other_spec,fin_prov_trust1,fin_prov_trust2,high_interest,low_interest,old_worry,reg_aside_particular,reg_aside_unexpected,paln_allocate_money,live_today,trouble_money_last,finlitK26,loan_for_loan,live_minus_bank,finlitK29,finlitK30_1,mpesa_comfort,mshwari_account,mshwari_comfort,L3,L5,L7,mpesa,mshwari,duration,age40_49,age50_59,age60_69,age70_up,age_sum,educ_sum,relationship,total_educ,total_age_children,very_poor,not_very_poor,not_org_floor,piped_water,flush_toilet,home_elec,time_pref,urban,peri_urban,rural,bank,ag_land,network_comfort,sleeping,small_bus_owner,small_bus_partner,inf_sec_worker,casual_worker,hh_very_poor,pat_index2,pat_index3,random,insample,pat_index2_10,pat_index2_20,pat_index2_35,lpat_index2
Kikuyu,Male,52,Standard 7,Own a small business,"Monogamous couple (one man, one wife)",Own a small business,4,self/respondent,Standard 7,Own a small business,52,Yes,Yes,oldest/only spouse,Form 2,Own a small business,49,Yes,Yes,own child,Form 4,Not working,23,No,,own child,Form 4,Not working,19,No,,,,,,,,,,,,,No,,,,30,7,7,7,7,7,1,7,4,10,Client,Yes,own child,20,Yes,Other unrelated,1,Yes,1,Yes,2,Business investment,No,,Yes,No,,Getting NHIF scheme; conducting a harambee;,Getting the NHIF scheme; harambee; loan from friends,Yes,Cellphone,Sofa,Chairs,Table,Bed,Mattress,Gift from friends,Merry-go-round (ROSCA),,,,,,,No,,,,Ugali,Visiting friends,Cement,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",1,0,4,Piped into dwelling,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,Yes,Yes,1,Yes,Yes,Yes,No,Yes,1000,1000,No,No,No,No,Jointly with spouse,Jointly with spouse,Savings account,Interest,Shares,Guarantor,Investment,Pension,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),Deporsit Protection Fund (DPF),Credit Reference Bureau (CRB),Policy Conpensation Fund (PCF),,,No,No,,,Chama/ROSCA,Friends/Family,,Bank,"Mobile Money Provider (MPESA, Airtel money, Orange money)",ASCA/ROSCA/chama,Bank,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,"Keeping or get a new job/ Start or expand business/ Improve or expand farming activities (improving your livelihood-job, business or farm)",Watched television,7,No,,1,1,0,1,1,79.449997,,1,,,50-59,Primary,1,0,143,0,0,1,1,0,1,0.69999999,0,0,1,0,0,2,0,1,1,0,0,0,0.76923078,0.625,0.28038779,1,0,0,0,0.57054484
Kikuyu,Female,70,Standard 6,Farmer,"Monogamous couple (one man, one wife)",Retired,3,self/respondent,Standard 6,Farmer,70,Yes,No,oldest/only spouse,Standard 7,Retired,71,Yes,No,grandchild,Form 4,Not working,18,No,,,,,,,,,,,,,,,,,,,No,,,,4,7,7,7,6,,,2,2,0,oldest/only spouse,Yes,grandchild,4,No,,,Yes,1,No,,,No,,No,,,"From Own Children, From own business ",Harambee,No,Chairs,Television,,,Cellphone,,Gift from relatives,,,,,,,,Yes,200,20,10,Ugali,House Chores,Cement,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",1,0,5,Piped into plot/yard,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,Yes,Yes,1,No,No,No,No,Yes,200,500,No,No,No,No,Jointly with spouse,Jointly with spouse,Savings account,Guarantor,Investment,,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Alternative Dispute Resolution (ADR),Nairobi Securities Exchange (NSE),Deporsit Protection Fund (DPF),,,,No,No,,,Other (SPECIFY),,No one,None,None,Don't know,Don't know,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Supporting/participitating in your church or mosque or place of worship,Talked to neighbor,1,No,,0,0,0,0,1,85.23333,,,,1,70 and up,Primary,1,0,159,0,1,1,1,0,1,0.89999998,0,0,1,0,0,6.75,0,0,0,0,0,0,0.53846157,0.25,0.22467253,1,0,0,0,0.43078294
Kikuyu,Male,57,College 4,Farmer,Polygamous marriage (more than one wife),,4,self/respondent,College 4,Farmer,57,Yes,Yes,oldest/only spouse,Standard 8,Own a small business,39,Yes,Yes,own child,Form 3,Not working,18,No,,own child,Standard 8,Not working,15,,,,,,,,,,,,,,No,,,,7,7,6,6,5,7,6,2,5,0,oldest/only spouse,Yes,Other unrelated,15,Yes,sibling,1,No,,,,,,,No,,,"NHIF, Harambee ",Harambee,Yes,Livestock ,,,,Agricultural land,,Gift from friends,,,,,,,,Yes,600,100,0,Ugali,Sleeping,Tiles,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",2,0,5,Rain water collection,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,Yes,No,,Yes,No,No,Yes,Yes,200,200,No,No,No,No,You ,Spouse,Savings account,Interest,Shares,Guarantor,Investment,Pension,Mortgage,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),,,,,,No,No,,,Self,,,SACCO,Bank,Bank,SACCO,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,"Keeping or get a new job/ Start or expand business/ Improve or expand farming activities (improving your livelihood-job, business or farm)",Watched television,1,No,,1,1,0,0,1,56,,1,,,50-59,College,0,0,129,0,1,1,0,0,1,1,0,0,1,0,1,6.2857141,1,0,0,0,0,0,0.53846157,0.375,0.5701921,1,0,0,0,0.43078294
Kikuyu,Female,64,Standard 7,Farmer,Widow/widower,,5,self/respondent,Standard 7,Farmer,64,Yes,Yes,own child,Standard 8,Casual worker,44,Yes,Yes,own child,Form 1,40,25,No,,grandchild,College 4,Teacher,23,No,,grandchild,Form 4,40,20,No,,,,,,,No,,,,12,6,2,3,5,4,1,9,3,0,son/daughter-in-law,Yes,grandchild,3,Yes,son/daughter-in-law,3,Yes,1,No,,,Yes,Business investment,Yes,No,,"NHIF, Loan from merry go round ",Give  500 to Jane to get a NHIF card,Yes,Livestock ,,,,Cellphone,,Merry-go-round (ROSCA),,,,,,,,Yes,200,20,20,Ugali,"House chores, sleeping ",Cement,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",1,0,4,Piped into plot/yard,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,Yes,No,,Yes,No,No,No,Yes,200,367,No,Yes,Yes,Yes,Chidren,You ,Savings account,Interest,Shares,Guarantor,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Credit Reference Bureau (CRB),,,,,,No,No,,,Friends/Family,,,Bank,None,Bank,Don't know,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,"Keeping or get a new job/ Start or expand business/ Improve or expand farming activities (improving your livelihood-job, business or farm)",Watched television,7,No,,0,0,1,1,1,81.683334,,,1,,60-69,Primary,0,0,176,0,1,1,1,0,1,0.80000001,0,0,1,0,0,4.25,0,0,0,0,0,0,0.53846157,0.25,0.019532887,1,0,0,0,0.43078294
Kitengela,Female,42,Form 4,Informal sector,Single,,6,self/respondent,Form 4,Informal sector,42,Yes,Yes,Other unrelated,**Don't know,Not working,75,No,,own child,College 2,Not working,20,No,,own child,Form 2,Not working,15,,,own child,Standard 7,Not working,13,,,own child,Standard 3,Not working,9,,No,,,,2,7,7,,,,,2,0,0,parent,Yes,Church Member,100,No,,,No,,,,,,,No,,,"Harambee,fundraising from family,insurance","Get an insurance cover,n ask for fundraising ",Yes,Cellphone,Sofa,Chairs,Table,Livestock ,,Gift from relatives,Gift from friends,,,,,,,No,,,,Pilau,Visitng friends and the sick,Cement,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",0,0,2,Piped into plot/yard,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,No,No,No,No,No,0,0,No,No,Yes,Yes,You ,Chidren,Savings account,Interest,Shares,Guarantor,Investment,Inflation,Pension,Mortgage,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),,,,,,No,No,,,Don‰Ûªt know,,,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Bank,Bank,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Putting food on the table,Watched television,7,No,,1,1,1,1,1,40.450001,1,,,,40-49,Secondary,0,0,174,1,,1,1,0,1,1,0,1,0,0,0,7,0,0,0,1,0,1,0.30769232,0.125,0.51559675,1,0,0,1,0.268264
Kitengela,Female,58,None,Not working,Widow/widower,,7,self/respondent,None,Not working,58,Yes,Yes,own child,Form 3,Informal sector,33,Yes,Yes,own child,Form 4,Not working,19,No,,grandchild,Standard 6,Not working,11,,,grandchild,Standard 4,Not working,10,,,grandchild,Standard 1,Not working,7,,No,,,,1,6,,,,,,0,1,0,own child,No,,,No,,,Yes,1,No,,,Yes,No particular reason,Yes,Yes,diabetes,Insurance,Contribution from friends,Yes,Cellphone,Sofa,Chairs,Table,Bed,Mattress,Gift from relatives,Gift from friends,,,,,,,Yes,15,2,2,Brown rice n water melon,Praying,Cement,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",0,0,2,Piped into plot/yard,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",Yes,1,No,Yes,No,,No,No,No,No,No,1000,1000,No,Yes,Yes,Yes,You ,You ,Savings account,Interest,Shares,Guarantor,Investment,Pension,Mortgage,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Alternative Dispute Resolution (ADR),Nairobi Securities Exchange (NSE),Credit Reference Bureau (CRB),Policy Conpensation Fund (PCF),,,No,Yes,No,Yes,Don‰Ûªt know,,,None,None,Bank,Hawala,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Supporting/participitating in your church or mosque or place of worship,Watched television,5,No,,20000,1,0,1,1,1,62.433334,,1,,,50-59,None,0,0,141,0,0,1,1,0,1,0.89999998,0,1,0,0,0,6,0,0,0,0,0,0,0.38461539,0.25,0.21742484,1,0,0,1
Kitengela,Female,43,Standard 8,Informal sector,"Monogamous couple (one man, one wife)",Informal sector,4,self/respondent,Standard 8,Informal sector,43,Yes,Yes,oldest/only spouse,Standard 8,Informal sector,45,Yes,Yes,own child,Standard 1,Not working,8,,,own child,None,Not working,3,,,,,,,,,,,,,,No,,,,5,1,1,2,1,7,,3,1,1,oldest/only spouse,No,,,No,,,No,,,,,,,No,,,Fundraising,Sot help from friends,No,Cellphone,,,,Bed,Mattress,Gift from relatives,,,,,,,,No,,,,Githeri,Story telling,Other,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",0,0,1,Public tap,Uncovered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,No,No,No,No,No,200,200,No,No,No,No,Spouse,You ,Savings account,Interest,Shares,,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,Yes,No,No,Don‰Ûªt know,,,None,None,Bank,None,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Putting food on the table,Gone to work,4,No,,1,0,0,0,1,191.11667,1,,,,40-49,Primary,1,0,99,0,1,1,0,0,1,1,0,1,0,0,0,2.4000001,0,0,0,1,0,0,0.23076923,0.125,0.58651459,1,0,1,1,0.20763937
Kitengela,Male,42,Standard 8,Informal sector,"Monogamous couple (one man, one wife)",Own a small business,6,self/respondent,Standard 8,Informal sector,42,Yes,Yes,oldest/only spouse,Standard 8,Own a small business,37,Yes,Yes,own child,Standard 8,Not working,20,No,,own child,Form 1,Not working,17,No,,own child,Standard 8,Not working,16,,,own child,Standard 1,Not working,6,,No,,,,6,7,6,3,5,6,3,3,3,0,cousin,Yes,oldest/only spouse,6,No,,,Yes,4,Yes,4,Business investment,Yes,Business investment,Yes,Yes,burn,"NHIF,cash,insurance cover",Harambee,Yes,Cellphone,Wheel barrow,Refridgerator,Motorbike/motorcycle/scooter,Cellphone,Refridgerator,Own savings,Loan from friends,Merry-go-round (ROSCA),,,,,,No,,,,Ugali vegetable/fish,Spend with friends,Cement,Paraffin stove,0,0,1,Public tap,Bucket/none,"National electricity service (i.e., Kenya KPLC)",Yes,1,No,Yes,No,,Yes,No,No,No,No,350,500,No,No,No,No,You ,Spouse,Savings account,Interest,Shares,Guarantor,Investment,Inflation,Pension,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),Credit Reference Bureau (CRB),,,,,No,No,,,Self,,,Bank,Bank,SACCO,Bank,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Educating yourself or your family,Watched television,6,No,,1,1,1,1,1,190.2,1,,,,40-49,Primary,1,0,138,0,0,1,0,0,1,1,0,1,0,0,0,5,0,0,1,1,0,0,0.38461539,0.375,0.90548927,1,0,0,1,0.32542241
Kitengela,Female,60,Standard 7,Farmer,"Monogamous couple (one man, one wife)",Retired,2,self/respondent,Standard 7,Farmer,60,Yes,No,own child,Form 4,Informal sector,25,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,,,,5,7,6,6,7,7,,0,5,0,oldest/only spouse,No,,,Yes,self/respondent,1,Yes,2,Yes,5,School expenses,Yes,School expenses,No,,,"Sell livestock,cash,borrow",Harambee or take a loan,Yes,Agricultural land,Livestock ,,,Cellphone,Chairs,Loan from relatives,Gift from relatives,Merry-go-round (ROSCA),,,,,,Yes,100,10,4,Ugalivegetables/milk,Go to church,Cement,Paraffin stove,0,0,1,Public tap,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,Yes,No,,No,Yes,No,No,Yes,200,300,No,No,No,No,Spouse,You ,Savings account,Interest,Shares,Investment,Pension,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Chama/ROSCA,,,Don't know,Don't know,Don't know,Don't know,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Supporting/participitating in your church or mosque or place of worship,Watched television,5,No,,0,0,0,1,1,221.35001,,,1,,60-69,Primary,1,0,85,0,1,1,0,0,1,0.89999998,0,1,0,0,0,6.5999999,0,0,0,0,0,0,0.38461539,0.25,0.066660739,1,0,0,1,0.32542241
Kitengela,Male,40,Form 3,Not working,"Monogamous couple (one man, one wife)",Own a small business,3,self/respondent,Form 3,Not working,40,Yes,Yes,oldest/only spouse,Standard 8,Own a small business,31,Yes,Yes,own child,None,Not working,1,,,,,,,,,,,,,,,,,,,,Yes,2,Form 1,Not working,10,7,6,6,7,6,6,3,1,0,oldest/only spouse,Yes,oldest/only spouse,11,Yes,sibling,2,Yes,2,Yes,2,Medical expenses/ emergency,Yes,Business investment,Yes,Yes,"fever, malaria","Medical insurance,harambee",Harambee,Yes,Cellphone,Chairs,Table,Bed,Agricultural land,,Gift from relatives,Gift from friends,Merry-go-round (ROSCA),,,,,,No,,,,Ugali vegetables,Teach my child,Cement,Paraffin stove,0,0,1,Public tap,Covered pit latrine,Do not have electricity,No,,No,Yes,No,,Yes,No,No,Yes,Yes,0,500,No,No,No,No,You ,Spouse,Savings account,Interest,Shares,Guarantor,Investment,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),Deporsit Protection Fund (DPF),Credit Reference Bureau (CRB),,,,No,No,,,Chama/ROSCA,,,ASCA/ROSCA/chama,SACCO,Bank,ASCA/ROSCA/chama,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Supporting/participitating in your church or mosque or place of worship,Watched television,7,No,,1,1,1,1,1,300.76666,1,,,,40-49,Secondary,1,18,72,1,,1,0,0,0,0.5,0,1,0,0,1,6,0,0,1,0,0,0,0.38461539,0.375,0.10822798,1,0,0,1,0.32542241
Kikuyu,Female,42,Standard 7,Casual worker,"Monogamous couple (one man, one wife)",Casual worker,6,self/respondent,Standard 7,Casual worker,42,Yes,Yes,oldest/only spouse,Form 4,Casual worker,45,Yes,Yes,own child,Form 4,Casual worker,23,No,,own child,Form 3,Not working,17,No,,own child,Standard 8,Not working,16,,,own child,Standard 1,Not working,8,,No,,,,8,7,6,5,5,4,6,1,5,0,own child,Yes,neigbour,1,No,,,Yes,2,No,,,No,,No,,,"Insurance,contribution From family and friends,harambee","Organize a committee of family members to raise money,harambee",Yes,Television,Livestock ,,,Agricultural land,,Loan from friends,,,,,,,,No,,,,"Ugali,githeri",Listening to gospel songs,Tiles,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",1,0,3,Rain water collection,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,No,No,,Yes,No,Yes,No,Yes,250,800,No,No,No,No,Spouse,You ,Savings account,Interest,Shares,Guarantor,Investment,Pension,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Bank,,,SACCO,Bank,Bank,SACCO,Strongly Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Putting food on the table,Watched television,7,No,,0,0,1,1,1,349.36667,1,,,,40-49,Primary,1,0,151,0,1,1,0,0,1,1,0,0,1,1,1,5.25,0,0,0,0,1,0,0.46153846,0.25,0.14230591,1,0,0,0,0.37948963
Kikuyu,Female,50,College 1,Own a small business,Widow/widower,,2,self/respondent,College 1,Own a small business,50,Yes,Yes,own child,College 1,Not working,20,No,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,University 1,Casual worker,10,3,5,2,1,1,1,1,1,1,own child,Yes,parent,1,No,,,Yes,1,Yes,5,School expenses,Yes,School expenses,No,,,"Loan from chama,saving,ask from government leaders",Harambee,Yes,Other agricultural machines or tools,"Other non-agricultural machines, tools or appliances for your home or business ",Livestock ,,Agricultural land,,Merry-go-round (ROSCA),SACCO,,,,,,,No,,,,"Githeri,ugali","Watching TV,listening to radio",Cement,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",0,0,3,Rain water collection,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,Yes,Yes,1,Yes,No,No,No,Yes,200,200,No,Yes,No,No,You ,You ,Savings account,Interest,Shares,Guarantor,Investment,Pension,Mortgage,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Nairobi Securities Exchange (NSE),Credit Reference Bureau (CRB),,,,,No,Yes,No,No,Self,,,"Mobile Money Provider (MPESA, Airtel money, Orange money)",SACCO,Bank,SACCO,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,"Keeping or get a new job/ Start or expand business/ Improve or expand farming activities (improving your livelihood-job, business or farm)",Listened to radio,4,No,,1,1,0,0,1,47.833332,,1,,,50-59,College,0,20,70,0,1,1,0,0,1,1,0,0,1,0,1,1.8,0,1,0,0,0,0,0.53846157,0.375,0.27491909,1,0,0,0,0.43078294
Kikuyu,Male,60,Standard 7,Mason,"Monogamous couple (one man, one wife)",Farmer,2,oldest/only spouse,Standard 7,Mason,60,Yes,No,oldest/only spouse,Standard 7,Farmer,50,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,Yes,5,Standard 8,Construction,10,7,5,6,1,1,1,5,3,0,other spouse,Yes,oldest/only spouse,4,Yes,own child,1,Yes,1,No,,,No,,Yes,Yes,headache,"NhIF,savings","NhIF,fundraising from family",Yes,Livestock ,,,,"Other non-agricultural machines, tools or appliances for your home or business ",,Loan from relatives,,,,,,,,Yes,200,10,5,Ugali,Walking to his shamba,Cement,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",0,0,0,Tubewell/borehole with pump,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,Yes,Yes,2,Yes,Yes,No,Yes,Yes,1500,300,Yes,No,Yes,Yes,You ,Spouse,Savings account,Interest,Shares,Guarantor,Investment,Inflation,Pension,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Don‰Ûªt know,,,Don't know,Don't know,Don't know,Don't know,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Agree,Educating yourself or your family,Watched television,1,Yes,2,1,0,0,0,0,250.53334,,,1,,60-69,Primary,1,53,110,0,0,1,0,0,1,0.80000001,0,0,1,0,0,2.5,0,0,0,0,0,0,0.69230771,0.625,0.039045226,1,0,0,0,0.52609313
Kikuyu,Male,41,Standard 8,Mason,"Monogamous couple (one man, one wife)",Not working,3,self/respondent,Standard 8,Mason,41,Yes,Yes,oldest/only spouse,**Don't know,Not working,38,Yes,Yes,own child,Standard 4,Not working,8,,,,,,,,,,,,,,,,,,,,No,,,,6,3,6,5,3,2,4,3,3,0,oldest/only spouse,Yes,parent,1,Yes,Other unrelated,1,No,,,,,,,No,,,"Harambee,selling assets","Contribution from friends,",Yes,Sofa,Livestock ,,,Agricultural land,,Own savings,Loan from friends,,,,,,,No,,,,Githeri,Watching tv,Cement,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",0,0,4,Piped into dwelling,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,No,No,,No,Yes,No,No,Yes,500,500,No,No,Yes,No,Spouse,You ,Savings account,Interest,Shares,Guarantor,Investment,Pension,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Friends/Family,,,Bank,SACCO,Bank,SACCO,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Supporting/participitating in your church or mosque or place of worship,Watched television,6,No,,1,1,1,1,1,71.366669,1,,,,40-49,Primary,1,0,87,0,0,1,1,0,1,1,0,0,1,0,1,3.8333333,0,0,0,0,0,0,0.46153846,0.125,0.90202463,1,0,0,0,0.37948963
Kikuyu,Female,75,Standard 4,Retired,"Monogamous couple (one man, one wife)",Own a small business,4,oldest/only spouse,Standard 4,Retired,75,Yes,Yes,oldest/only spouse,Standard 7,Own a small business,40,Yes,Yes,own child,Form 4,Not working,20,No,,own child,Form 2,Casual worker,18,No,,,,,,,,,,,,,Yes,5,Standard 8,Casual worker,10,7,6,4,3,6,5,4,5,0,oldest/only spouse,Yes,oldest/only spouse,2,Yes,oldest/only spouse,2,Yes,1,Yes,5,School expenses,Yes,School expenses,Yes,Yes,high blood pressure,Saving,Harambee,Yes,Livestock ,,,,Agricultural land,,Loan from relatives,,,,,,,,Yes,200,20,10,Ugali,Reading,Cement,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",1,0,0,Piped into plot/yard,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,Yes,No,,No,No,No,No,Yes,0,0,No,No,No,No,You ,You ,Savings account,,,,,,,,,National Health insurance Fund (NHIF),,,,,,,,No,No,,,Friends/Family,,,"Informal moneylender (shop keeper, village elder who lends money)","Informal moneylender (shop keeper, village elder who lends money)",Don't know,Don't know,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Educating yourself or your family,Watched television,6,No,,1,1,1,1,1,96.5,,,,1,70 and up,Primary,1,71,153,1,,1,1,0,1,0.5,0,0,1,0,1,4.4000001,0,0,1,0,0,1,0.46153846,0.125,0.49642727,1,0,0,0,0.37948963
Kitengela,Male,51,Form 6,Casual worker,Separated or Divorced,,1,self/respondent,Form 6,Casual worker,51,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,Standard 8,Not working,5,7,7,5,1,6,,5,0,0,worker,No,,,No,,,No,,,,,,,No,,,Gifts from friends,Harambee(community+ friends),Yes,Cellphone,,,,Chairs,Bed,Loan from friends,Gift from friends,,,,,,,No,,,,Githeri,Just relaxing around,Earth,Do not cook in the house,0,0,1,Tankers- Truck/Vendor,VIP latrine,"National electricity service (i.e., Kenya KPLC)",No,,No,No,No,,No,No,No,No,No,400,400,No,No,No,No,You ,You ,Savings account,Interest,Shares,Guarantor,Investment,Inflation,Pension,Mortgage,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),Deporsit Protection Fund (DPF),,,,,,No,No,,,Self,,,None,None,Bank,ASCA/ROSCA/chama,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Building a house/Improving your house ,Watched television,1,No,,1,0,1,0,1,46.233334,,1,,,50-59,Secondary,0,21,51,0,0,0,,0,1,1,0,1,0,0,0,5.1999998,0,0,0,0,1,0,0.07692308,0,0.54591262,1,1,1,1,0.074107975
Kikuyu,Female,54,Standard 7,Farmer,Widow/widower,,6,parent,Standard 7,Farmer,54,Yes,No,grandparent,Standard 4,Not working,10,,,grandchild,Standard 2,Not working,8,,,own child,College 2,Clerk,22,No,,own child,Form 2,Casual worker,30,No,,own child,Form 4,Casual worker,27,No,Yes,3,Form 4,Own a small business,4,7,7,5,1,,,0,4,0,own child,No,,,No,,,No,,,,,,,No,,,"Savings, friends",NHIF,No,Wheel barrow,,,,Agricultural land,,Own savings,,,,,,,,Yes,600,6,3,Ugali,Relaxing,Cement,"Organic fuels (Wood, Straw, Shrubs, Plants, Grass, Dung etc.)",0,0,0,Tankers- Truck/Vendor,Covered pit latrine,"National electricity service (i.e., Kenya KPLC)",No,,Yes,Yes,No,,Yes,No,No,Yes,Yes,300,200,No,Yes,No,No,Chidren,Chidren,Savings account,Guarantor,,,,,,,,National Social Security Fund (NSSF),National Health insurance Fund (NHIF),,,,,,,No,No,,,Friends/Family,,,Mshwari/KCB M-PESA,Bank,"Mobile Money Provider (MPESA, Airtel money, Orange money)",Bank,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Educating yourself or your family,Listened to radio,5,No,,0,1,0,1,1,363.10001,,1,,,50-59,Primary,0,35,151,0,0,1,,0,1,0.80000001,0,0,1,0,1,5,0,0,0,0,0,0,0.53846157,0.375,0.11241643,1,0,0,0,0.43078294
